年,月,縣市,行政區,店面數,土地面積,超商密度,年月
2020,7,雲林縣,大埤鄉,4,44.9973,0.088894,202007
2020,7,雲林縣,元長鄉,2,71.5872,0.027938,202007
2020,7,雲林縣,斗六市,37,93.7151,0.394814,202007
2020,7,雲林縣,斗南鎮,10,48.1505,0.207682,202007
2020,7,雲林縣,北港鎮,6,41.4999,0.144579,202007
2020,7,雲林縣,古坑鄉,5,166.6059,0.030011,202007
2020,7,雲林縣,四湖鄉,2,77.1189,0.025934,202007
2020,7,雲林縣,西螺鎮,14,49.7985,0.281133,202007
2020,7,雲林縣,東勢鄉,1,48.3562,0.02068,202007
2020,7,雲林縣,林內鄉,1,37.6035,0.026593,202007
2020,7,雲林縣,虎尾鎮,26,68.742,0.378226,202007
2020,7,雲林縣,崙背鄉,4,58.484,0.068395,202007
2020,7,雲林縣,麥寮鄉,10,80.1668,0.12474,202007
2020,7,雲林縣,莿桐鄉,6,50.8502,0.117994,202007
2020,7,雲林縣,臺西鄉,4,54.0983,0.073939,202007
2020,7,雲林縣,褒忠鄉,2,37.0552,0.053974,202007
2020,7,新北市,八里區,22,39.4933,0.557056,202007
2020,7,新北市,三芝區,4,65.9909,0.060614,202007
2020,7,新北市,三重區,153,16.317,9.376724,202007
2020,7,新北市,三峽區,40,191.4508,0.208931,202007
2020,7,新北市,土城區,76,29.5578,2.571233,202007
2020,7,新北市,中和區,143,20.144,7.098888,202007
2020,7,新北市,五股區,37,34.8632,1.061291,202007
2020,7,新北市,平溪區,4,71.3382,0.056071,202007
2020,7,新北市,永和區,59,5.7138,10.325878,202007
2020,7,新北市,石門區,1,51.2645,0.019507,202007
2020,7,新北市,石碇區,1,144.3498,0.006928,202007
2020,7,新北市,汐止區,81,71.2354,1.137075,202007
2020,7,新北市,坪林區,1,170.835,0.005854,202007
2020,7,新北市,林口區,56,54.1519,1.034128,202007
2020,7,新北市,板橋區,193,23.1373,8.341509,202007
2020,7,新北市,金山區,5,49.2132,0.101599,202007
2020,7,新北市,泰山區,21,19.1603,1.096016,202007
2020,7,新北市,烏來區,2,321.1306,0.006228,202007
2020,7,新北市,貢寮區,5,99.9734,0.050013,202007
2020,7,新北市,淡水區,88,70.6565,1.245462,202007
2020,7,新北市,深坑區,6,20.5787,0.291564,202007
2020,7,新北市,新店區,103,120.2255,0.856723,202007
2020,7,新北市,新莊區,129,19.7383,6.535517,202007
2020,7,新北市,瑞芳區,12,70.7336,0.169651,202007
2020,7,新北市,萬里區,3,63.3766,0.047336,202007
2020,7,新北市,樹林區,55,33.1288,1.660187,202007
2020,7,新北市,蘆洲區,70,7.4351,9.414803,202007
2020,7,新北市,鶯歌區,25,21.1248,1.183443,202007
2020,7,新竹市,北區,50,15.7267,3.179307,202007
2020,7,新竹市,東區,90,33.5768,2.680422,202007
2020,7,新竹市,香山區,26,54.8491,0.474028,202007
2020,7,新竹縣,北埔鄉,1,50.6676,0.019736,202007
2020,7,新竹縣,尖石鄉,1,527.5795,0.001895,202007
2020,7,新竹縣,竹北市,110,46.8341,2.348716,202007
2020,7,新竹縣,竹東鎮,29,53.5133,0.541921,202007
2020,7,新竹縣,芎林鄉,8,40.7858,0.196147,202007
2020,7,新竹縣,峨眉鄉,1,46.801,0.021367,202007
2020,7,新竹縣,湖口鄉,41,58.4303,0.701691,202007
2020,7,新竹縣,新埔鎮,16,72.1911,0.221634,202007
2020,7,新竹縣,新豐鄉,20,46.3496,0.431503,202007
2020,7,新竹縣,橫山鄉,3,66.3502,0.045215,202007
2020,7,新竹縣,關西鎮,5,125.5193,0.039835,202007
2020,7,新竹縣,寶山鄉,5,64.7871,0.077176,202007
2020,7,嘉義市,西區,48,29.87,1.606963,202007
2020,7,嘉義市,東區,34,30.1556,1.127485,202007
2020,7,嘉義縣,大林鎮,11,64.1663,0.17143,202007
2020,7,嘉義縣,大埔鄉,1,173.2472,0.005772,202007
2020,7,嘉義縣,中埔鄉,10,129.5016,0.077219,202007
2020,7,嘉義縣,六腳鄉,2,62.2619,0.032122,202007
2020,7,嘉義縣,太保市,7,66.8964,0.104639,202007
2020,7,嘉義縣,水上鄉,12,69.1198,0.173612,202007
2020,7,嘉義縣,布袋鎮,7,61.7307,0.113396,202007
2020,7,嘉義縣,民雄鄉,20,85.4969,0.233927,202007
2020,7,嘉義縣,朴子市,11,49.5737,0.221892,202007
2020,7,嘉義縣,竹崎鄉,1,162.2256,0.006164,202007
2020,7,嘉義縣,東石鄉,2,81.5821,0.024515,202007
2020,7,嘉義縣,梅山鄉,4,119.7571,0.033401,202007
2020,7,嘉義縣,鹿草鄉,1,54.3151,0.018411,202007
2020,7,嘉義縣,番路鄉,2,117.5269,0.017017,202007
2020,7,嘉義縣,新港鄉,6,66.0495,0.090841,202007
2020,7,嘉義縣,義竹鄉,2,79.2925,0.025223,202007
2020,7,彰化縣,二水鄉,2,29.4449,0.067923,202007
2020,7,彰化縣,二林鎮,12,92.8478,0.129244,202007
2020,7,彰化縣,大村鄉,6,30.7837,0.194908,202007
2020,7,彰化縣,大城鄉,2,63.7406,0.031377,202007
2020,7,彰化縣,北斗鎮,8,19.2547,0.415483,202007
2020,7,彰化縣,永靖鄉,8,20.6382,0.387631,202007
2020,7,彰化縣,田中鎮,10,34.6056,0.288971,202007
2020,7,彰化縣,田尾鄉,2,24.0375,0.083203,202007
2020,7,彰化縣,竹塘鄉,2,42.1662,0.047431,202007
2020,7,彰化縣,伸港鄉,1,22.3268,0.044789,202007
2020,7,彰化縣,秀水鄉,3,29.3447,0.102233,202007
2020,7,彰化縣,和美鎮,25,39.9345,0.626025,202007
2020,7,彰化縣,社頭鄉,11,36.1449,0.304331,202007
2020,7,彰化縣,芳苑鄉,5,91.3827,0.054715,202007
2020,7,彰化縣,花壇鄉,11,36.3469,0.302639,202007
2020,7,彰化縣,芬園鄉,2,38.0204,0.052603,202007
2020,7,彰化縣,員林市,30,40.038,0.749288,202007
2020,7,彰化縣,埔心鄉,6,20.9526,0.286361,202007
2020,7,彰化縣,埔鹽鄉,3,38.6081,0.077704,202007
2020,7,彰化縣,埤頭鄉,7,42.7508,0.16374,202007
2020,7,彰化縣,鹿港鎮,20,39.4625,0.50681,202007
2020,7,彰化縣,溪州鄉,4,75.831,0.052749,202007
2020,7,彰化縣,溪湖鎮,7,32.0592,0.218346,202007
2020,7,彰化縣,彰化市,55,65.6947,0.837206,202007
2020,7,彰化縣,福興鄉,11,49.8934,0.22047,202007
2020,7,彰化縣,線西鄉,3,18.0856,0.165878,202007
2020,7,臺中市,大甲區,17,58.5192,0.290503,202007
2020,7,臺中市,大安區,2,27.4045,0.072981,202007
2020,7,臺中市,大肚區,13,37.0024,0.351329,202007
2020,7,臺中市,大里區,55,28.8758,1.904709,202007
2020,7,臺中市,大雅區,24,32.4109,0.740492,202007
2020,7,臺中市,中區,18,0.8803,20.447575,202007
2020,7,臺中市,太平區,46,120.7473,0.380961,202007
2020,7,臺中市,北屯區,74,62.7034,1.180159,202007
2020,7,臺中市,北區,55,6.9376,7.927813,202007
2020,7,臺中市,外埔區,1,42.4099,0.023579,202007
2020,7,臺中市,石岡區,2,18.2105,0.109827,202007
2020,7,臺中市,后里區,18,58.9439,0.305375,202007
2020,7,臺中市,西屯區,101,39.8467,2.534714,202007
2020,7,臺中市,西區,35,5.7042,6.13583,202007
2020,7,臺中市,沙鹿區,31,40.4604,0.766181,202007
2020,7,臺中市,和平區,4,1037.8199,0.003854,202007
2020,7,臺中市,東區,18,9.2855,1.938506,202007
2020,7,臺中市,東勢區,6,117.4065,0.051104,202007
2020,7,臺中市,南屯區,52,31.2578,1.663585,202007
2020,7,臺中市,南區,37,6.8101,5.433107,202007
2020,7,臺中市,烏日區,23,43.4032,0.529915,202007
2020,7,臺中市,神岡區,16,35.0445,0.456562,202007
2020,7,臺中市,梧棲區,26,16.6049,1.565803,202007
2020,7,臺中市,清水區,15,64.1709,0.233751,202007
2020,7,臺中市,新社區,3,68.8874,0.043549,202007
2020,7,臺中市,潭子區,23,25.8497,0.889759,202007
2020,7,臺中市,龍井區,21,38.0377,0.552084,202007
2020,7,臺中市,豐原區,31,41.1845,0.75271,202007
2020,7,臺中市,霧峰區,18,98.0779,0.183528,202007
2020,7,臺北市,士林區,87,62.3682,1.394942,202007
2020,7,臺北市,大同區,42,5.6815,7.392414,202007
2020,7,臺北市,大安區,110,11.3614,9.681906,202007
2020,7,臺北市,中山區,141,13.6821,10.305435,202007
2020,7,臺北市,中正區,85,7.6071,11.173772,202007
2020,7,臺北市,內湖區,118,31.5787,3.736696,202007
2020,7,臺北市,文山區,60,31.509,1.904218,202007
2020,7,臺北市,北投區,60,56.8216,1.055936,202007
2020,7,臺北市,松山區,88,9.2878,9.474795,202007
2020,7,臺北市,信義區,76,11.2077,6.781052,202007
2020,7,臺北市,南港區,49,21.8424,2.243343,202007
2020,7,臺北市,萬華區,67,8.8522,7.56874,202007
2020,7,臺東縣,大武鄉,1,69.1454,0.014462,202007
2020,7,臺東縣,太麻里鄉,4,96.6523,0.041385,202007
2020,7,臺東縣,池上鄉,2,82.6854,0.024188,202007
2020,7,臺東縣,卑南鄉,1,412.6871,0.002423,202007
2020,7,臺東縣,東河鄉,1,210.1908,0.004758,202007
2020,7,臺東縣,達仁鄉,1,306.4454,0.003263,202007
2020,7,臺東縣,臺東市,27,109.7691,0.245971,202007
2020,7,臺東縣,關山鎮,3,58.7351,0.051077,202007
2020,7,臺東縣,蘭嶼鄉,2,48.3892,0.041332,202007
2020,7,臺南市,七股區,1,110.1492,0.009079,202007
2020,7,臺南市,下營區,2,33.5291,0.05965,202007
2020,7,臺南市,大內區,1,70.3125,0.014222,202007
2020,7,臺南市,中西區,25,6.26,3.99361,202007
2020,7,臺南市,仁德區,15,50.7664,0.295471,202007
2020,7,臺南市,六甲區,4,67.5471,0.059218,202007
2020,7,臺南市,北門區,1,44.1003,0.022676,202007
2020,7,臺南市,北區,24,10.434,2.300173,202007
2020,7,臺南市,永康區,82,40.2753,2.035987,202007
2020,7,臺南市,玉井區,2,76.3662,0.02619,202007
2020,7,臺南市,白河區,8,126.4046,0.063289,202007
2020,7,臺南市,安平區,21,11.0663,1.897653,202007
2020,7,臺南市,安定區,9,31.27,0.287816,202007
2020,7,臺南市,安南區,32,107.2016,0.298503,202007
2020,7,臺南市,西港區,6,33.7666,0.17769,202007
2020,7,臺南市,佳里區,20,38.9422,0.513582,202007
2020,7,臺南市,官田區,4,70.7953,0.056501,202007
2020,7,臺南市,東山區,2,124.9178,0.016011,202007
2020,7,臺南市,東區,50,13.4156,3.727004,202007
2020,7,臺南市,南化區,1,171.5198,0.00583,202007
2020,7,臺南市,南區,36,27.2681,1.320224,202007
2020,7,臺南市,後壁區,3,72.2189,0.04154,202007
2020,7,臺南市,柳營區,4,61.2929,0.06526,202007
2020,7,臺南市,將軍區,1,41.9796,0.023821,202007
2020,7,臺南市,麻豆區,14,53.9744,0.259382,202007
2020,7,臺南市,善化區,13,55.3097,0.23504,202007
2020,7,臺南市,新化區,10,62.0579,0.16114,202007
2020,7,臺南市,新市區,18,47.8096,0.376493,202007
2020,7,臺南市,新營區,11,38.5386,0.285428,202007
2020,7,臺南市,楠西區,2,109.6316,0.018243,202007
2020,7,臺南市,學甲區,4,53.9919,0.074085,202007
2020,7,臺南市,歸仁區,7,55.7913,0.125468,202007
2020,7,臺南市,關廟區,7,53.6413,0.130496,202007
2020,7,臺南市,鹽水區,4,52.2455,0.076562,202007
2020,7,澎湖縣,七美鄉,1,6.9868,0.143127,202007
2020,7,澎湖縣,白沙鄉,1,20.0875,0.049782,202007
2020,7,澎湖縣,西嶼鄉,2,18.7148,0.106867,202007
2020,7,澎湖縣,馬公市,20,33.9918,0.588377,202007
2020,7,澎湖縣,湖西鄉,3,33.3008,0.090088,202007
2020,8,宜蘭縣,三星鄉,3,144.2238,0.020801,202008
2020,8,宜蘭縣,大同鄉,1,657.5442,0.001521,202008
2020,8,宜蘭縣,五結鄉,10,38.8671,0.257287,202008
2020,8,宜蘭縣,冬山鄉,9,79.8573,0.112701,202008
2020,8,宜蘭縣,壯圍鄉,4,38.4769,0.103958,202008
2020,8,宜蘭縣,宜蘭市,46,29.408,1.5642,202008
2020,8,宜蘭縣,南澳鄉,2,740.652,0.0027,202008
2020,8,宜蘭縣,員山鄉,3,111.9106,0.026807,202008
2020,8,宜蘭縣,頭城鎮,10,100.893,0.099115,202008
2020,8,宜蘭縣,礁溪鄉,10,101.4278,0.098592,202008
2020,8,宜蘭縣,羅東鎮,30,11.3448,2.644383,202008
2020,8,宜蘭縣,蘇澳鎮,14,89.0196,0.157269,202008
2020,8,花蓮縣,玉里鎮,4,252.3719,0.01585,202008
2020,8,花蓮縣,光復鄉,2,157.11,0.01273,202008
2020,8,花蓮縣,吉安鄉,13,65.2582,0.199209,202008
2020,8,花蓮縣,秀林鄉,6,1641.86,0.003654,202008
2020,8,花蓮縣,花蓮市,29,29.4095,0.986076,202008
2020,8,花蓮縣,富里鄉,1,176.3705,0.00567,202008
2020,8,花蓮縣,新城鄉,4,29.4095,0.13601,202008
2020,8,花蓮縣,瑞穗鄉,1,135.5862,0.007375,202008
2020,8,花蓮縣,壽豐鄉,5,218.4448,0.022889,202008
2020,8,花蓮縣,鳳林鎮,2,120.5181,0.016595,202008
2020,8,金門縣,金沙鎮,3,41.19,0.072833,202008
2020,8,金門縣,金城鎮,8,21.713,0.368443,202008
2020,8,金門縣,金湖鎮,8,41.696,0.191865,202008
2020,8,金門縣,金寧鄉,7,29.854,0.234474,202008
2020,8,南投縣,中寮鄉,1,146.6541,0.006819,202008
2020,8,南投縣,仁愛鄉,5,1273.53,0.003926,202008
2020,8,南投縣,水里鄉,2,106.8424,0.018719,202008
2020,8,南投縣,名間鄉,4,83.0955,0.048137,202008
2020,8,南投縣,竹山鎮,13,247.3339,0.052561,202008
2020,8,南投縣,信義鄉,1,1422.42,0.000703,202008
2020,8,南投縣,南投市,21,71.6021,0.293288,202008
2020,8,南投縣,埔里鎮,28,162.2227,0.172602,202008
2020,8,南投縣,草屯鎮,19,104.0327,0.182635,202008
2020,8,南投縣,國姓鄉,2,175.7042,0.011383,202008
2020,8,南投縣,魚池鄉,9,121.3735,0.074151,202008
2020,8,南投縣,鹿谷鄉,5,141.8981,0.035237,202008
2020,8,南投縣,集集鎮,2,49.7268,0.04022,202008
2020,8,屏東縣,九如鄉,8,42.0187,0.190391,202008
2020,8,屏東縣,三地門鄉,1,196.3965,0.005092,202008
2020,8,屏東縣,內埔鄉,19,81.8554,0.232117,202008
2020,8,屏東縣,竹田鄉,1,29.0732,0.034396,202008
2020,8,屏東縣,車城鄉,4,49.8517,0.080238,202008
2020,8,屏東縣,里港鄉,3,68.9208,0.043528,202008
2020,8,屏東縣,佳冬鄉,4,30.9842,0.129098,202008
2020,8,屏東縣,枋山鄉,3,17.2697,0.173715,202008
2020,8,屏東縣,枋寮鄉,5,57.7347,0.086603,202008
2020,8,屏東縣,東港鎮,10,29.4635,0.339403,202008
2020,8,屏東縣,林邊鄉,3,15.6233,0.192021,202008
2020,8,屏東縣,長治鄉,8,39.8861,0.200571,202008
2020,8,屏東縣,南州鄉,3,18.97,0.158144,202008
2020,8,屏東縣,屏東市,44,65.067,0.676226,202008
2020,8,屏東縣,恆春鎮,14,136.763,0.102367,202008
2020,8,屏東縣,崁頂鄉,3,31.2659,0.095951,202008
2020,8,屏東縣,琉球鄉,2,6.8018,0.29404,202008
2020,8,屏東縣,高樹鄉,2,90.1522,0.022185,202008
2020,8,屏東縣,新埤鄉,3,59.0102,0.050839,202008
2020,8,屏東縣,新園鄉,8,38.3109,0.208818,202008
2020,8,屏東縣,萬丹鄉,9,57.4679,0.156609,202008
2020,8,屏東縣,萬巒鄉,5,60.7315,0.08233,202008
2020,8,屏東縣,滿州鄉,1,142.2013,0.007032,202008
2020,8,屏東縣,潮州鎮,12,42.4331,0.282798,202008
2020,8,屏東縣,麟洛鄉,1,16.26,0.061501,202008
2020,8,屏東縣,鹽埔鄉,4,64.3493,0.062161,202008
2020,8,苗栗縣,三義鄉,3,69.3424,0.043264,202008
2020,8,苗栗縣,三灣鄉,2,52.2964,0.038244,202008
2020,8,苗栗縣,大湖鄉,5,90.8396,0.055042,202008
2020,8,苗栗縣,公館鄉,6,71.4523,0.083972,202008
2020,8,苗栗縣,竹南鎮,36,37.5592,0.958487,202008
2020,8,苗栗縣,西湖鄉,1,41.0758,0.024345,202008
2020,8,苗栗縣,卓蘭鎮,5,76.3153,0.065518,202008
2020,8,苗栗縣,南庄鄉,3,165.4938,0.018128,202008
2020,8,苗栗縣,後龍鎮,10,75.8079,0.131912,202008
2020,8,苗栗縣,苗栗市,31,37.8878,0.818205,202008
2020,8,苗栗縣,苑裡鎮,11,68.2473,0.161179,202008
2020,8,苗栗縣,泰安鄉,3,614.5127,0.004882,202008
2020,8,苗栗縣,通霄鎮,5,107.8486,0.046361,202008
2020,8,苗栗縣,造橋鄉,3,47.9978,0.062503,202008
2020,8,苗栗縣,銅鑼鄉,6,78.3805,0.07655,202008
2020,8,苗栗縣,頭份市,43,53.3205,0.806444,202008
2020,8,苗栗縣,頭屋鄉,3,52.5046,0.057138,202008
2020,8,桃園市,八德區,73,33.7111,2.165459,202008
2020,8,桃園市,大園區,39,87.3925,0.446263,202008
2020,8,桃園市,大溪區,24,105.1206,0.228309,202008
2020,8,桃園市,中壢區,157,76.52,2.051751,202008
2020,8,桃園市,平鎮區,66,47.7532,1.382106,202008
2020,8,桃園市,桃園區,144,34.8046,4.137384,202008
2020,8,桃園市,復興區,1,350.7775,0.002851,202008
2020,8,桃園市,新屋區,14,85.0166,0.164674,202008
2020,8,桃園市,楊梅區,56,89.1229,0.628346,202008
2020,8,桃園市,龍潭區,46,75.2341,0.611425,202008
2020,8,桃園市,龜山區,74,72.0177,1.027525,202008
2020,8,桃園市,蘆竹區,80,75.5025,1.059568,202008
2020,8,桃園市,觀音區,20,87.9807,0.227323,202008
2020,8,高雄市,三民區,71,19.7866,3.588287,202008
2020,8,高雄市,大社區,8,26.5848,0.300924,202008
2020,8,高雄市,大寮區,33,71.04,0.464527,202008
2020,8,高雄市,大樹區,8,66.9811,0.119437,202008
2020,8,高雄市,小港區,27,45.4426,0.594156,202008
2020,8,高雄市,仁武區,33,36.0808,0.914614,202008
2020,8,高雄市,內門區,3,95.6224,0.031373,202008
2020,8,高雄市,六龜區,1,194.1584,0.00515,202008
2020,8,高雄市,左營區,56,19.3823,2.889234,202008
2020,8,高雄市,永安區,1,22.6141,0.04422,202008
2020,8,高雄市,甲仙區,1,124.034,0.008062,202008
2020,8,高雄市,杉林區,2,104.0036,0.01923,202008
2020,8,高雄市,岡山區,30,47.9421,0.625755,202008
2020,8,高雄市,林園區,13,32.286,0.402651,202008
2020,8,高雄市,阿蓮區,2,34.6164,0.057776,202008
2020,8,高雄市,前金區,15,1.8573,8.07624,202008
2020,8,高雄市,前鎮區,48,19.1207,2.510368,202008
2020,8,高雄市,美濃區,5,120.0316,0.041656,202008
2020,8,高雄市,茄萣區,5,15.7624,0.317211,202008
2020,8,高雄市,苓雅區,51,8.1522,6.25598,202008
2020,8,高雄市,梓官區,7,11.5967,0.60362,202008
2020,8,高雄市,鳥松區,15,24.5927,0.609937,202008
2020,8,高雄市,湖內區,2,20.1615,0.099199,202008
2020,8,高雄市,新興區,22,1.9764,11.13135,202008
2020,8,高雄市,楠梓區,45,25.8276,1.742322,202008
2020,8,高雄市,路竹區,13,48.4348,0.268402,202008
2020,8,高雄市,鼓山區,53,14.7523,3.59266,202008
2020,8,高雄市,旗山區,3,94.6122,0.031708,202008
2020,8,高雄市,旗津區,4,1.7341,2.306672,202008
2020,8,高雄市,鳳山區,83,26.759,3.10176,202008
2020,8,高雄市,橋頭區,8,25.9379,0.308429,202008
2020,8,高雄市,燕巢區,6,65.395,0.09175,202008
2020,8,高雄市,彌陀區,1,14.7772,0.067672,202008
2020,8,高雄市,鹽埕區,12,1.4161,8.473978,202008
2020,8,基隆市,七堵區,20,56.2659,0.355455,202008
2020,8,基隆市,中山區,13,10.5238,1.235295,202008
2020,8,基隆市,中正區,24,10.2118,2.350222,202008
2020,8,基隆市,仁愛區,29,4.2335,6.850124,202008
2020,8,基隆市,安樂區,27,18.025,1.49792,202008
2020,8,基隆市,信義區,17,10.6706,1.593163,202008
2020,8,基隆市,暖暖區,12,22.8283,0.525663,202008
2020,8,連江縣,北竿鄉,3,9.9,0.30303,202008
2020,8,連江縣,東引鄉,1,3.8,0.263158,202008
2020,8,連江縣,南竿鄉,4,10.4,0.384615,202008
2020,8,連江縣,莒光鄉,1,4.7,0.212766,202008
2020,8,雲林縣,二崙鄉,4,59.5625,0.067156,202008
2020,8,雲林縣,口湖鄉,3,80.4612,0.037285,202008
2020,8,雲林縣,土庫鎮,3,49.0212,0.061198,202008
2020,8,雲林縣,大埤鄉,4,44.9973,0.088894,202008
2020,8,雲林縣,元長鄉,2,71.5872,0.027938,202008
2020,8,雲林縣,斗六市,37,93.7151,0.394814,202008
2020,8,雲林縣,斗南鎮,10,48.1505,0.207682,202008
2020,8,雲林縣,北港鎮,6,41.4999,0.144579,202008
2020,8,雲林縣,古坑鄉,5,166.6059,0.030011,202008
2020,8,雲林縣,四湖鄉,3,77.1189,0.038901,202008
2020,8,雲林縣,西螺鎮,14,49.7985,0.281133,202008
2020,8,雲林縣,東勢鄉,1,48.3562,0.02068,202008
2020,8,雲林縣,林內鄉,1,37.6035,0.026593,202008
2020,8,雲林縣,虎尾鎮,26,68.742,0.378226,202008
2020,8,雲林縣,崙背鄉,4,58.484,0.068395,202008
2020,8,雲林縣,麥寮鄉,10,80.1668,0.12474,202008
2020,8,雲林縣,莿桐鄉,6,50.8502,0.117994,202008
2020,8,雲林縣,臺西鄉,4,54.0983,0.073939,202008
2020,8,雲林縣,褒忠鄉,2,37.0552,0.053974,202008
2020,8,新北市,八里區,23,39.4933,0.582377,202008
2020,8,新北市,三芝區,4,65.9909,0.060614,202008
2020,8,新北市,三重區,153,16.317,9.376724,202008
2020,8,新北市,三峽區,40,191.4508,0.208931,202008
2020,8,新北市,土城區,77,29.5578,2.605065,202008
2020,8,新北市,中和區,143,20.144,7.098888,202008
2020,8,新北市,五股區,37,34.8632,1.061291,202008
2020,8,新北市,平溪區,4,71.3382,0.056071,202008
2020,8,新北市,永和區,59,5.7138,10.325878,202008
2020,8,新北市,石門區,1,51.2645,0.019507,202008
2020,8,新北市,石碇區,1,144.3498,0.006928,202008
2020,8,新北市,汐止區,82,71.2354,1.151113,202008
2020,8,新北市,坪林區,1,170.835,0.005854,202008
2020,8,新北市,林口區,56,54.1519,1.034128,202008
2020,8,新北市,板橋區,194,23.1373,8.384729,202008
2020,8,新北市,金山區,5,49.2132,0.101599,202008
2020,8,新北市,泰山區,21,19.1603,1.096016,202008
2020,8,新北市,烏來區,2,321.1306,0.006228,202008
2020,8,新北市,貢寮區,5,99.9734,0.050013,202008
2020,8,新北市,淡水區,88,70.6565,1.245462,202008
2020,8,新北市,深坑區,6,20.5787,0.291564,202008
2020,8,新北市,新店區,104,120.2255,0.865041,202008
2020,8,新北市,新莊區,130,19.7383,6.58618,202008
2020,8,新北市,瑞芳區,13,70.7336,0.183788,202008
2020,8,新北市,萬里區,3,63.3766,0.047336,202008
2020,8,新北市,樹林區,56,33.1288,1.690372,202008
2020,8,新北市,蘆洲區,70,7.4351,9.414803,202008
2020,8,新北市,鶯歌區,25,21.1248,1.183443,202008
2020,8,新竹市,北區,51,15.7267,3.242893,202008
2020,8,新竹市,東區,91,33.5768,2.710205,202008
2020,8,新竹市,香山區,27,54.8491,0.49226,202008
2020,8,新竹縣,北埔鄉,1,50.6676,0.019736,202008
2020,8,新竹縣,尖石鄉,1,527.5795,0.001895,202008
2020,8,新竹縣,竹北市,115,46.8341,2.455476,202008
2020,8,新竹縣,竹東鎮,29,53.5133,0.541921,202008
2020,8,新竹縣,芎林鄉,8,40.7858,0.196147,202008
2020,8,新竹縣,峨眉鄉,1,46.801,0.021367,202008
2020,8,新竹縣,湖口鄉,42,58.4303,0.718805,202008
2020,8,新竹縣,新埔鎮,16,72.1911,0.221634,202008
2020,8,新竹縣,新豐鄉,20,46.3496,0.431503,202008
2020,8,新竹縣,橫山鄉,3,66.3502,0.045215,202008
2020,8,新竹縣,關西鎮,5,125.5193,0.039835,202008
2020,8,新竹縣,寶山鄉,5,64.7871,0.077176,202008
2020,8,嘉義市,西區,49,29.87,1.640442,202008
2020,8,嘉義市,東區,34,30.1556,1.127485,202008
2020,8,嘉義縣,大林鎮,11,64.1663,0.17143,202008
2020,8,嘉義縣,大埔鄉,1,173.2472,0.005772,202008
2020,8,嘉義縣,中埔鄉,11,129.5016,0.084941,202008
2020,8,嘉義縣,六腳鄉,2,62.2619,0.032122,202008
2020,8,嘉義縣,太保市,8,66.8964,0.119588,202008
